case_id,specialty,model,llm_cost,phys_cost,excess,excess_pos,dvir,grok,shahar
MTS_0356,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0356,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0356,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0356,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0395,General Medicine,GPT-5.2,96.3,66.21,30.090000000000003,30.090000000000003,4,2,4
MTS_0395,General Medicine,Claude 4.5,314.2,66.21,247.99,247.99,4,4,4
MTS_0395,General Medicine,Gemini 3,314.2,66.21,247.99,247.99,4,3,4
MTS_0395,General Medicine,Grok 4.1,72.84,66.21,6.63000000000001,6.63000000000001,4,2,4
MTS_0395,General Medicine,OpenEvidence,248.25,66.21,182.04000000000002,182.04000000000002,3,4,4
MTS_0396,General Medicine,GPT-5.2,270.98,499.1,-228.12,0.0,3,1,3
MTS_0396,General Medicine,Claude 4.5,295.94,499.1,-203.16000000000003,0.0,3,2,3
MTS_0396,General Medicine,Gemini 3,31.32,499.1,-467.78000000000003,0.0,4,2,3
MTS_0396,General Medicine,Grok 4.1,252.85,499.1,-246.25000000000003,0.0,3,1,3
MTS_0396,General Medicine,OpenEvidence,97.64,499.1,-401.46000000000004,0.0,3,2,3
MTS_0398,General Medicine,GPT-5.2,26.65,48.66,-22.009999999999998,0.0,3,2,3
MTS_0398,General Medicine,Claude 4.5,214.86,48.66,166.20000000000002,166.20000000000002,3,1,3
MTS_0398,General Medicine,Gemini 3,428.56,48.66,379.9,379.9,2,3,3
MTS_0398,General Medicine,Grok 4.1,32.41,48.66,-16.25,0.0,4,2,3
MTS_0398,General Medicine,OpenEvidence,261.52,48.66,212.85999999999999,212.85999999999999,4,3,3
MTS_0402,General Medicine,GPT-5.2,700.66,634.95,65.70999999999992,65.70999999999992,4,3,3
MTS_0402,General Medicine,Claude 4.5,1064.68,634.95,429.73,429.73,3,1,2
MTS_0402,General Medicine,Gemini 3,539.62,634.95,-95.33000000000004,0.0,3,1,2
MTS_0402,General Medicine,Grok 4.1,762.06,634.95,127.1099999999999,127.1099999999999,3,2,3
MTS_0402,General Medicine,OpenEvidence,0.0,634.95,-634.95,0.0,4,1,3
MTS_0415,General Medicine,GPT-5.2,81.12,752.19,-671.07,0.0,4,4,4
MTS_0415,General Medicine,Claude 4.5,25.22,752.19,-726.97,0.0,4,3,4
MTS_0415,General Medicine,Gemini 3,7.77,752.19,-744.4200000000001,0.0,4,4,4
MTS_0415,General Medicine,Grok 4.1,29.51,746.18,-716.67,0.0,4,3,3
MTS_0415,General Medicine,OpenEvidence,12.79,752.19,-739.4000000000001,0.0,4,2,2
MTS_0418,General Medicine,GPT-5.2,79.26,0.0,79.26,79.26,3,4,4
MTS_0418,General Medicine,Claude 4.5,344.58,0.0,344.58,344.58,3,2,3
MTS_0418,General Medicine,Gemini 3,4.01,0.0,4.01,4.01,4,3,3
MTS_0418,General Medicine,Grok 4.1,242.67,0.0,242.67,242.67,2,2,2
MTS_0418,General Medicine,OpenEvidence,154.83,0.0,154.83,154.83,3,3,3
MTS_0420,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,1,3
MTS_0420,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,1,3
MTS_0420,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,1,3
MTS_0420,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,1,3
MTS_0420,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0425,Emergency Room Reports,GPT-5.2,4.5,331.34,-326.84,0.0,4,3,3
MTS_0425,Emergency Room Reports,Claude 4.5,702.95,331.34,371.61000000000007,371.61000000000007,3,1,3
MTS_0425,Emergency Room Reports,Gemini 3,393.8,331.34,62.460000000000036,62.460000000000036,3,2,2
MTS_0425,Emergency Room Reports,Grok 4.1,0.0,331.34,-331.34,0.0,4,2,3
MTS_0425,Emergency Room Reports,OpenEvidence,0.0,331.34,-331.34,0.0,4,3,3
MTS_0426,Emergency Room Reports,GPT-5.2,334.08,241.89,92.19,92.19,2,2,3
MTS_0426,Emergency Room Reports,Claude 4.5,431.07,241.89,189.18,189.18,2,2,3
MTS_0426,Emergency Room Reports,Gemini 3,362.53,241.89,120.63999999999999,120.63999999999999,3,2,3
MTS_0426,Emergency Room Reports,Grok 4.1,231.37,241.89,-10.519999999999982,0.0,3,3,3
MTS_0426,Emergency Room Reports,OpenEvidence,294.02,241.89,52.129999999999995,52.129999999999995,2,2,2
MTS_0440,Emergency Room Reports,GPT-5.2,17.98,0.0,17.98,17.98,4,4,3
MTS_0440,Emergency Room Reports,Claude 4.5,0.0,285.91,-285.91,0.0,3,2,2
MTS_0440,Emergency Room Reports,Gemini 3,32.05,0.0,32.05,32.05,4,3,2
MTS_0440,Emergency Room Reports,Grok 4.1,23.04,0.0,23.04,23.04,4,2,3
MTS_0440,Emergency Room Reports,OpenEvidence,285.91,0.0,285.91,285.91,3,4,4
MTS_0441,Emergency Room Reports,GPT-5.2,1997.47,0.0,1997.47,1997.47,1,1,2
MTS_0441,Emergency Room Reports,Claude 4.5,40.1,0.0,40.1,40.1,4,3,3
MTS_0441,Emergency Room Reports,Gemini 3,95.71,0.0,95.71,95.71,3,2,3
MTS_0441,Emergency Room Reports,Grok 4.1,103.1,0.0,103.1,103.1,3,2,3
MTS_0441,Emergency Room Reports,OpenEvidence,60.02,0.0,60.02,60.02,3,1,2
MTS_0449,Emergency Room Reports,GPT-5.2,793.88,308.62,485.26,485.26,3,3,3
MTS_0449,Emergency Room Reports,Claude 4.5,699.02,308.62,390.4,390.4,3,4,3
MTS_0449,Emergency Room Reports,Gemini 3,3016.94,308.62,2708.32,2708.32,1,2,3
MTS_0449,Emergency Room Reports,Grok 4.1,524.86,308.62,216.24,216.24,2,2,3
MTS_0449,Emergency Room Reports,OpenEvidence,2513.2,308.62,2204.58,2204.58,1,3,3
MTS_0459,Emergency Room Reports,GPT-5.2,52.72,0.0,52.72,52.72,3,4,3
MTS_0459,Emergency Room Reports,Claude 4.5,32.38,0.0,32.38,32.38,3,1,2
MTS_0459,Emergency Room Reports,Gemini 3,17.98,0.0,17.98,17.98,4,4,3
MTS_0459,Emergency Room Reports,Grok 4.1,17.98,0.0,17.98,17.98,3,3,3
MTS_0459,Emergency Room Reports,OpenEvidence,17.98,0.0,17.98,17.98,3,2,1
MTS_0468,Emergency Room Reports,GPT-5.2,0.0,0.0,0.0,0.0,4,3,3
MTS_0468,Emergency Room Reports,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0468,Emergency Room Reports,Gemini 3,0.0,0.0,0.0,0.0,4,2,2
MTS_0468,Emergency Room Reports,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0468,Emergency Room Reports,OpenEvidence,0.0,0.0,0.0,0.0,4,4,2
MTS_0471,Emergency Room Reports,GPT-5.2,37.08,0.0,37.08,37.08,3,3,3
MTS_0471,Emergency Room Reports,Claude 4.5,49.3,0.0,49.3,49.3,4,4,3
MTS_0471,Emergency Room Reports,Gemini 3,53.54,0.0,53.54,53.54,3,1,2
MTS_0471,Emergency Room Reports,Grok 4.1,46.02,0.0,46.02,46.02,3,3,3
MTS_0471,Emergency Room Reports,OpenEvidence,69.22,0.0,69.22,69.22,4,2,3
MTS_0473,Emergency Room Reports,GPT-5.2,0.0,0.0,0.0,0.0,3,1,3
MTS_0473,Emergency Room Reports,Claude 4.5,0.0,0.0,0.0,0.0,3,1,1
MTS_0473,Emergency Room Reports,Gemini 3,0.0,0.0,0.0,0.0,3,1,2
MTS_0473,Emergency Room Reports,Grok 4.1,47.76,0.0,47.76,47.76,4,2,2
MTS_0473,Emergency Room Reports,OpenEvidence,0.0,0.0,0.0,0.0,4,1,2
MTS_0476,Emergency Room Reports,GPT-5.2,323.48,108.14,215.34000000000003,215.34000000000003,2,1,3
MTS_0476,Emergency Room Reports,Claude 4.5,158.94,108.14,50.8,50.8,4,3,4
MTS_0476,Emergency Room Reports,Gemini 3,187.39,108.14,79.24999999999999,79.24999999999999,3,2,3
MTS_0476,Emergency Room Reports,Grok 4.1,223.82,108.14,115.67999999999999,115.67999999999999,3,1,3
MTS_0476,Emergency Room Reports,OpenEvidence,156.15,108.14,48.010000000000005,48.010000000000005,4,2,3
MTS_0480,Emergency Room Reports,GPT-5.2,106.55,0.0,106.55,106.55,4,4,3
MTS_0480,Emergency Room Reports,Claude 4.5,114.32,0.0,114.32,114.32,4,4,3
MTS_0480,Emergency Room Reports,Gemini 3,139.62,0.0,139.62,139.62,4,3,3
MTS_0480,Emergency Room Reports,Grok 4.1,106.55,0.0,106.55,106.55,4,4,3
MTS_0480,Emergency Room Reports,OpenEvidence,106.55,0.0,106.55,106.55,4,4,3
MTS_0481,Emergency Room Reports,GPT-5.2,188.59,0.0,188.59,188.59,3,2,2
MTS_0481,Emergency Room Reports,Claude 4.5,369.6,0.0,369.6,369.6,4,3,4
MTS_0481,Emergency Room Reports,Gemini 3,296.01,0.0,296.01,296.01,3,1,3
MTS_0481,Emergency Room Reports,Grok 4.1,20.24,0.0,20.24,20.24,4,1,3
MTS_0481,Emergency Room Reports,OpenEvidence,1081.86,0.0,1081.86,1081.86,2,3,3
MTS_0497,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0497,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0497,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,2,3
MTS_0497,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,1,3
MTS_0497,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,1,3
MTS_0498,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,3,3
MTS_0498,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0498,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,3,3
MTS_0498,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,3,2,3
MTS_0498,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,1,3
MTS_0499,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,1,4
MTS_0499,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0499,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,3,4
MTS_0499,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0499,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,4,4
MTS_0500,Consult - History and Phy.,GPT-5.2,270.27,211.89,58.379999999999995,58.379999999999995,3,3,4
MTS_0500,Consult - History and Phy.,Claude 4.5,246.24,211.89,34.35000000000002,34.35000000000002,4,2,3
MTS_0500,Consult - History and Phy.,Gemini 3,169.26,211.89,-42.629999999999995,0.0,3,1,1
MTS_0500,Consult - History and Phy.,Grok 4.1,226.07,211.89,14.180000000000007,14.180000000000007,3,3,2
MTS_0500,Consult - History and Phy.,OpenEvidence,197.12,211.89,-14.769999999999982,0.0,3,2,3
MTS_0502,Consult - History and Phy.,GPT-5.2,14.48,7.77,6.710000000000001,6.710000000000001,4,1,4
MTS_0502,Consult - History and Phy.,Claude 4.5,0.0,7.77,-7.77,0.0,4,4,3
MTS_0502,Consult - History and Phy.,Gemini 3,20.11,7.77,12.34,12.34,4,1,3
MTS_0502,Consult - History and Phy.,Grok 4.1,0.0,7.77,-7.77,0.0,4,2,3
MTS_0502,Consult - History and Phy.,OpenEvidence,14.48,7.77,6.710000000000001,6.710000000000001,4,3,4
MTS_0503,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0503,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0503,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0503,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0503,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0504,Consult - History and Phy.,GPT-5.2,4.01,0.0,4.01,4.01,4,3,3
MTS_0504,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0504,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0504,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0504,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0505,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0505,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0505,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0505,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0505,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0506,Consult - History and Phy.,GPT-5.2,2.37,0.0,2.37,2.37,4,4,4
MTS_0506,Consult - History and Phy.,Claude 4.5,14.48,0.0,14.48,14.48,4,3,3
MTS_0506,Consult - History and Phy.,Gemini 3,14.48,0.0,14.48,14.48,4,4,4
MTS_0506,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0506,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,3,1,2
MTS_0507,Consult - History and Phy.,GPT-5.2,50.41,0.0,50.41,50.41,2,1,1
MTS_0507,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0507,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,2,3
MTS_0507,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0507,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0510,Consult - History and Phy.,GPT-5.2,405.63,101.15,304.48,304.48,3,3,4
MTS_0510,Consult - History and Phy.,Claude 4.5,415.13,118.61,296.52,296.52,3,4,4
MTS_0510,Consult - History and Phy.,Gemini 3,584.71,101.15,483.56000000000006,483.56000000000006,3,4,4
MTS_0510,Consult - History and Phy.,Grok 4.1,399.72,322.54,77.18,77.18,2,3,4
MTS_0510,Consult - History and Phy.,OpenEvidence,585.05,101.15,483.9,483.9,3,2,3
MTS_0511,Consult - History and Phy.,GPT-5.2,16.33,0.0,16.33,16.33,3,3,3
MTS_0511,Consult - History and Phy.,Claude 4.5,471.06,0.0,471.06,471.06,3,4,4
MTS_0511,Consult - History and Phy.,Gemini 3,41.75,0.0,41.75,41.75,4,2,3
MTS_0511,Consult - History and Phy.,Grok 4.1,494.81,0.0,494.81,494.81,3,3,4
MTS_0511,Consult - History and Phy.,OpenEvidence,12.51,0.0,12.51,12.51,3,1,2
MTS_0516,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,3,2
MTS_0516,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0516,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,3,3
MTS_0516,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,2,3
MTS_0516,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0530,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,2,2
MTS_0530,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,2,2
MTS_0530,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0530,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0530,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0536,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,3,3
MTS_0536,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,2,3
MTS_0536,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,3,3
MTS_0536,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0536,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0538,Consult - History and Phy.,GPT-5.2,130.18,0.0,130.18,130.18,3,1,2
MTS_0538,Consult - History and Phy.,Claude 4.5,24.05,0.0,24.05,24.05,4,3,4
MTS_0538,Consult - History and Phy.,Gemini 3,76.15,0.0,76.15,76.15,4,3,3
MTS_0538,Consult - History and Phy.,Grok 4.1,103.29,0.0,103.29,103.29,3,1,2
MTS_0538,Consult - History and Phy.,OpenEvidence,400.34,0.0,400.34,400.34,3,2,3
MTS_0539,Consult - History and Phy.,GPT-5.2,13.39,0.0,13.39,13.39,4,2,2
MTS_0539,Consult - History and Phy.,Claude 4.5,30.17,0.0,30.17,30.17,3,4,3
MTS_0539,Consult - History and Phy.,Gemini 3,13.44,0.0,13.44,13.44,4,3,3
MTS_0539,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0539,Consult - History and Phy.,OpenEvidence,8.19,0.0,8.19,8.19,4,3,3
MTS_0544,Consult - History and Phy.,GPT-5.2,0.0,2.37,-2.37,0.0,4,4,3
MTS_0544,Consult - History and Phy.,Claude 4.5,0.0,2.37,-2.37,0.0,4,3,3
MTS_0544,Consult - History and Phy.,Gemini 3,0.0,2.37,-2.37,0.0,4,4,3
MTS_0544,Consult - History and Phy.,Grok 4.1,0.0,2.37,-2.37,0.0,3,2,3
MTS_0544,Consult - History and Phy.,OpenEvidence,31.75,2.37,29.38,29.38,2,1,1
MTS_0545,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,1,2
MTS_0545,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0545,Consult - History and Phy.,Gemini 3,0.0,0.0,0.0,0.0,4,3,3
MTS_0545,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,2,2
MTS_0545,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,3,2
MTS_0546,Consult - History and Phy.,GPT-5.2,141.83,0.0,141.83,141.83,4,4,4
MTS_0546,Consult - History and Phy.,Claude 4.5,107.91,0.0,107.91,107.91,4,4,4
MTS_0546,Consult - History and Phy.,Gemini 3,82.91,0.0,82.91,82.91,4,4,3
MTS_0546,Consult - History and Phy.,Grok 4.1,26.21,0.0,26.21,26.21,4,3,3
MTS_0546,Consult - History and Phy.,OpenEvidence,204.24,0.0,204.24,204.24,4,2,3
MTS_0555,Consult - History and Phy.,GPT-5.2,0.0,0.0,0.0,0.0,4,3,2
MTS_0555,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,1,3
MTS_0555,Consult - History and Phy.,Gemini 3,31.06,0.0,31.06,31.06,4,2,3
MTS_0555,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0555,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,2,3
MTS_0559,Consult - History and Phy.,GPT-5.2,88.14,0.0,88.14,88.14,3,3,4
MTS_0559,Consult - History and Phy.,Claude 4.5,72.57,0.0,72.57,72.57,3,2,3
MTS_0559,Consult - History and Phy.,Gemini 3,53.65,0.0,53.65,53.65,3,2,2
MTS_0559,Consult - History and Phy.,Grok 4.1,172.12,0.0,172.12,172.12,2,1,2
MTS_0559,Consult - History and Phy.,OpenEvidence,128.61,0.0,128.61,128.61,3,1,3
MTS_0560,Consult - History and Phy.,GPT-5.2,590.53,0.0,590.53,590.53,1,2,2
MTS_0560,Consult - History and Phy.,Claude 4.5,802.29,0.0,802.29,802.29,1,1,1
MTS_0560,Consult - History and Phy.,Gemini 3,681.38,0.0,681.38,681.38,2,1,1
MTS_0560,Consult - History and Phy.,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0560,Consult - History and Phy.,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0574,Consult - History and Phy.,GPT-5.2,122.1,0.0,122.1,122.1,3,2,3
MTS_0574,Consult - History and Phy.,Claude 4.5,35.23,0.0,35.23,35.23,4,3,4
MTS_0574,Consult - History and Phy.,Gemini 3,147.15,0.0,147.15,147.15,3,2,3
MTS_0574,Consult - History and Phy.,Grok 4.1,70.35,0.0,70.35,70.35,3,3,3
MTS_0574,Consult - History and Phy.,OpenEvidence,188.25,0.0,188.25,188.25,3,2,3
MTS_0578,Consult - History and Phy.,GPT-5.2,620.91,0.0,620.91,620.91,2,3,3
MTS_0578,Consult - History and Phy.,Claude 4.5,743.65,0.0,743.65,743.65,2,2,3
MTS_0578,Consult - History and Phy.,Gemini 3,341.05,0.0,341.05,341.05,3,4,3
MTS_0578,Consult - History and Phy.,Grok 4.1,139.45,0.0,139.45,139.45,3,3,3
MTS_0578,Consult - History and Phy.,OpenEvidence,358.69,0.0,358.69,358.69,3,2,3
MTS_0582,Consult - History and Phy.,GPT-5.2,1274.11,0.0,1274.11,1274.11,3,4,4
MTS_0582,Consult - History and Phy.,Claude 4.5,870.34,0.0,870.34,870.34,4,4,4
MTS_0582,Consult - History and Phy.,Gemini 3,1285.77,0.0,1285.77,1285.77,2,2,3
MTS_0582,Consult - History and Phy.,Grok 4.1,926.53,0.0,926.53,926.53,3,4,4
MTS_0582,Consult - History and Phy.,OpenEvidence,1667.67,0.0,1667.67,1667.67,2,1,3
MTS_0586,Consult - History and Phy.,GPT-5.2,106.55,189.05,-82.50000000000001,0.0,4,3,3
MTS_0586,Consult - History and Phy.,Claude 4.5,199.49,189.05,10.439999999999998,10.439999999999998,4,4,3
MTS_0586,Consult - History and Phy.,Gemini 3,359.06,189.05,170.01,170.01,3,1,2
MTS_0586,Consult - History and Phy.,Grok 4.1,121.02,189.05,-68.03000000000002,0.0,4,2,3
MTS_0586,Consult - History and Phy.,OpenEvidence,106.55,189.05,-82.50000000000001,0.0,4,3,2
MTS_0593,Consult - History and Phy.,GPT-5.2,23.1,0.0,23.1,23.1,4,2,3
MTS_0593,Consult - History and Phy.,Claude 4.5,13.39,0.0,13.39,13.39,4,2,3
MTS_0593,Consult - History and Phy.,Gemini 3,20.26,0.0,20.26,20.26,4,2,3
MTS_0593,Consult - History and Phy.,Grok 4.1,35.86,0.0,35.86,35.86,4,2,3
MTS_0593,Consult - History and Phy.,OpenEvidence,20.26,0.0,20.26,20.26,4,2,3
MTS_0599,Consult - History and Phy.,GPT-5.2,1024.43,182.47,841.96,841.96,2,1,3
MTS_0599,Consult - History and Phy.,Claude 4.5,399.7,182.47,217.23,217.23,3,2,3
MTS_0599,Consult - History and Phy.,Gemini 3,309.7,182.47,127.22999999999999,127.22999999999999,3,2,3
MTS_0599,Consult - History and Phy.,Grok 4.1,311.83,182.47,129.35999999999999,129.35999999999999,3,2,3
MTS_0599,Consult - History and Phy.,OpenEvidence,53.9,182.47,-128.57,0.0,4,3,3
MTS_0600,Consult - History and Phy.,GPT-5.2,25.96,0.0,25.96,25.96,3,2,3
MTS_0600,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0600,Consult - History and Phy.,Gemini 3,17.03,0.0,17.03,17.03,3,2,3
MTS_0600,Consult - History and Phy.,Grok 4.1,45.63,0.0,45.63,45.63,3,1,2
MTS_0600,Consult - History and Phy.,OpenEvidence,360.12,0.0,360.12,360.12,2,1,1
MTS_0611,Consult - History and Phy.,GPT-5.2,131.13,0.0,131.13,131.13,3,3,3
MTS_0611,Consult - History and Phy.,Claude 4.5,85.87,0.0,85.87,85.87,4,4,4
MTS_0611,Consult - History and Phy.,Gemini 3,83.72,0.0,83.72,83.72,3,3,3
MTS_0611,Consult - History and Phy.,Grok 4.1,184.2,0.0,184.2,184.2,3,3,3
MTS_0611,Consult - History and Phy.,OpenEvidence,85.47,0.0,85.47,85.47,3,2,3
MTS_0613,Consult - History and Phy.,GPT-5.2,236.81,0.0,236.81,236.81,2,3,3
MTS_0613,Consult - History and Phy.,Claude 4.5,32.53,18.06,14.470000000000002,14.470000000000002,4,4,4
MTS_0613,Consult - History and Phy.,Gemini 3,335.87,0.0,335.87,335.87,3,3,3
MTS_0613,Consult - History and Phy.,Grok 4.1,35.78,18.06,17.720000000000002,17.720000000000002,2,3,3
MTS_0613,Consult - History and Phy.,OpenEvidence,89.38,0.0,89.38,89.38,3,4,3
MTS_0621,Consult - History and Phy.,GPT-5.2,78.6,0.0,78.6,78.6,3,3,3
MTS_0621,Consult - History and Phy.,Claude 4.5,38.96,0.0,38.96,38.96,4,2,3
MTS_0621,Consult - History and Phy.,Gemini 3,26.21,0.0,26.21,26.21,4,4,3
MTS_0621,Consult - History and Phy.,Grok 4.1,387.79,0.0,387.79,387.79,2,1,2
MTS_0621,Consult - History and Phy.,OpenEvidence,52.45,0.0,52.45,52.45,3,1,1
MTS_0622,Consult - History and Phy.,GPT-5.2,153.37,25.27,128.1,128.1,4,2,3
MTS_0622,Consult - History and Phy.,Claude 4.5,169.23,25.27,143.95999999999998,143.95999999999998,4,3,3
MTS_0622,Consult - History and Phy.,Gemini 3,148.97,25.27,123.7,123.7,4,3,3
MTS_0622,Consult - History and Phy.,Grok 4.1,160.79,25.27,135.51999999999998,135.51999999999998,4,3,3
MTS_0622,Consult - History and Phy.,OpenEvidence,0.0,25.27,-25.27,0.0,4,2,3
MTS_0625,Consult - History and Phy.,GPT-5.2,160.74,0.0,160.74,160.74,3,1,2
MTS_0625,Consult - History and Phy.,Claude 4.5,0.0,0.0,0.0,0.0,4,2,2
MTS_0625,Consult - History and Phy.,Gemini 3,26.51,0.0,26.51,26.51,4,2,3
MTS_0625,Consult - History and Phy.,Grok 4.1,81.54,0.0,81.54,81.54,3,3,3
MTS_0625,Consult - History and Phy.,OpenEvidence,116.9,0.0,116.9,116.9,3,1,2
MTS_0656,Consult - History and Phy.,GPT-5.2,15.36,413.5,-398.14,0.0,2,2,3
MTS_0656,Consult - History and Phy.,Claude 4.5,216.06,413.5,-197.44,0.0,4,3,3
MTS_0656,Consult - History and Phy.,Gemini 3,31.58,413.5,-381.92,0.0,4,4,3
MTS_0656,Consult - History and Phy.,Grok 4.1,29.48,413.5,-384.02,0.0,4,3,3
MTS_0656,Consult - History and Phy.,OpenEvidence,28.56,413.5,-384.94,0.0,3,1,3
MTS_0670,Consult - History and Phy.,GPT-5.2,50.21,0.0,50.21,50.21,4,4,4
MTS_0670,Consult - History and Phy.,Claude 4.5,533.75,0.0,533.75,533.75,4,4,4
MTS_0670,Consult - History and Phy.,Gemini 3,216.77,0.0,216.77,216.77,4,3,3
MTS_0670,Consult - History and Phy.,Grok 4.1,541.52,0.0,541.52,541.52,3,2,3
MTS_0670,Consult - History and Phy.,OpenEvidence,216.77,0.0,216.77,216.77,3,3,3
MTS_0675,Consult - History and Phy.,GPT-5.2,8.46,0.0,8.46,8.46,4,3,3
MTS_0675,Consult - History and Phy.,Claude 4.5,449.78,0.0,449.78,449.78,3,2,3
MTS_0675,Consult - History and Phy.,Gemini 3,23.81,0.0,23.81,23.81,4,3,3
MTS_0675,Consult - History and Phy.,Grok 4.1,50.32,0.0,50.32,50.32,3,2,3
MTS_0675,Consult - History and Phy.,OpenEvidence,291.95,0.0,291.95,291.95,3,3,3
MTS_0677,Consult - History and Phy.,GPT-5.2,28.56,183.04,-154.48,0.0,4,3,4
